OGF_ID,TRAIL_NAME,TRAIL_ASSOCIATION,TRAIL_ASSOCIATION_WEBSITE,PERMITTED_USES,DESCRIPTION,ON_ROAD_FLG,TRAIL_LENGTH_KM,LOCATION_ACCURACY,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID,SHAPELEN
143664573,Hopewell Creek Trail,Township of Woolwich,www.woolwich.ca,"Hiking or Walking, Cycling",The final phase of the Hopewell Trail in Breslau is now complete.  This  trail is a combination of asphalt and stone dust making it well suited for pedestrians & cyclists.,No,4,Within 10 metres,2023/11/29 08:29:28+00,2023/11/29 22:30:20+00,208769,0
143666011,Scott Park Pathway,City of Hamilton,www.hamilton.ca,Hiking or Walking,Scott Park is a sports park with softball fields and an arena. It is adjacent to Jimmy Thompson Memorial Pool and across the street from the Ivor Wynne Stadium Complex.,No,0.100000001490116,Within 10 metres,2023/11/29 08:29:24+00,2023/11/29 22:30:20+00,208785,0
143659749,Red Trail,Toronto and Region Conservation Authority,www.trca.ca,"Hiking or Walking, Cycling","Single track trails are mountain bike preferred. Trails close at dusk, unless otherwise posted.  Respect trail closures during special events and/or due to adverse trail conditions.  Maintenance vehicles may be present on trails at any time.  Always control your bicycle.",No,8.60000038146973,Within 10 metres,2023/11/29 08:29:35+00,2023/11/29 22:30:20+00,208801,0
143663815,Silvercreek Trail,City of Guelph,www.guelph.ca,"Hiking or Walking, Cycling",This trail starts near the covered bridge at Gordon Street and follows the south side of the Speed River down to near the Hanlon Expressway then heads south through more or less residential areas until it meets with the Hanlon Creek trail across from the Stone Road Mall.,No,6.40000009536743,Within 10 metres,2023/11/29 08:29:30+00,2023/11/29 22:30:20+00,208817,0
143664875,Kossuth Road Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,3.79999995231628,Within 10 metres,2023/11/29 08:30:32+00,2023/11/29 22:30:20+00,208833,0
143662369,Rock Dunder Land Trust Trail,Frontenac Arch Biosphere Network,www.frontenacarchbiosphere.ca,Hiking or Walking,"Contains: Cabin Trail, Morton Bay Trail and Summit Loop Trail",Yes,5.69999980926514,Within 10 metres,2023/11/29 08:30:46+00,2023/11/29 22:30:20+00,208849,0
143667188,Floradale Park Trail,Region of Peel,www.walkandrollpeel.ca,"Hiking or Walking, Cycling",,No,0.300000011920929,Within 10 metres,2023/11/29 08:29:18+00,2023/11/29 22:30:20+00,208865,0
143660233,Tip Trail,Point Pelee National Park ,www.pc.gc.ca/en/pn-np/on/pelee,Hiking or Walking,"Shuttle from Visitor Centre drops you off at the Tip's outdoor exhibit from April to October. Walk to the most southern point of mainland Canada. A wondrous place to view spring bird and fall monarch, dragonfly and bird migrations.",Yes,1,Within 10 metres,2023/11/29 08:30:30+00,2023/11/29 22:30:20+00,208897,0
143662343,GeoTime Trail,City of Waterloo,www.waterloo.ca,"Hiking or Walking, Cycling","The GeoTime Trail traces the City of Waterloo's geological past through interpretive signs along the route.  Each metre of this 4½-kilometre (2.8-mile) trail marks one-million years of geological history. Every millimetre represents 1,000 years.  The trail teaches us where geological periods start and end, when different biological organisms appeared on Earth and when major catastrophic events took place. It also features a sundial where you can learn how to tell the time.",Yes,0.800000011920929,Within 10 metres,2023/11/29 08:30:40+00,2023/11/29 22:30:20+00,208913,0
143661583,Streetsville Memorial Park Trail,Region of Peel,www.walkandrollpeel.ca,"Hiking or Walking, Cycling",,No,0.699999988079071,Within 10 metres,2023/11/29 08:29:24+00,2023/11/29 22:30:20+00,208929,0
143660794,"Willow Farm, Lakeview and Wimpey Trail System",Town of Aurora,www.aurora.ca,Hiking or Walking,"The Willow Farm, Lakeview and Wimpey Trail System is an urban trail linking neighbourhoods, parks and linear open space corridors within the forested hills of St. Andrews in north-west Aurora. Vegetation consists of remnant conifer forest patches within a predominantly deciduous forest area. There are a few valleys of more open meadow habitat, however, some of these have been naturalized over the years and are developing into pioneer forests. The topography is very undulating as the trail rises up to one of the highest points of elevation within Aurora.",No,5.90000009536743,Within 10 metres,2023/11/29 08:29:24+00,2023/11/29 22:30:20+00,208945,0
143661827,Brock Isles Trail,Frontenac Arch Biosphere Network,www.frontenacarchbiosphere.ca,Hiking or Walking,"Contains: Creek Trail, Abbott Street Return and some unnamed trails. FABR provided another trailhead called Sofia Street which appears to just be another access point to this trail.",Yes,3.5,Within 10 metres,2023/11/29 08:30:30+00,2023/11/29 22:30:20+00,208961,0
143667061,Stonecroft Trail,Region of Waterloo,www.regionofwaterloo.ca,"Hiking or Walking, Cycling",n/a,No,3.40000009536743,Within 10 metres,2023/11/29 08:29:18+00,2023/11/29 22:30:20+00,208977,0
143664459,B.E.L. Rotary Bridgenorth Trail,Township of Selwyn,www.selwyntownship.ca,"Hiking or Walking, Cycling","The trail is approximately 2.3 km long and runs from Brumwell Street to 5th Line. The trail is lined with native trees and boasts a peaceful and tranquil setting amidst the Miller Creek Wetlands. There are benches located along the Trail that provide a comfortable resting spot. Trail heads located at Brumwell Street and the 5th Line feature parking and a large trail map identifying local points of interest. The Bridgenorth Trail provides residents and visitors an affordable and accessible recreation activity while enjoying the natural environment and promoting an active lifestyle. We invite you to take some time to enjoy this scenic trail by going on a leisurely walk, energizing run or a relaxing bike ride. Whatever your choice, take the time to enjoy the Bridgenorth Trail!",No,2.29999995231628,Within 10 metres,2023/11/29 08:29:25+00,2023/11/29 22:30:20+00,208993,0
143666047,Bruce Trail - Margaret Paull Side Trail,Bruce Trail Conservancy,www.brucetrail.org,Hiking or Walking,,No,1.5,Within 10 metres,2023/11/29 08:29:32+00,2023/11/29 22:30:20+00,209009,0
143666061,Leash Free Camping Trail,Bronte Creek Provincial Park,www.ontarioparks.com/park/brontecreek,Hiking or Walking,"Let your dog run! Your dog will enjoy running through the tall grass or exploring what is behind the next tree. Enjoy, but remember to stoop and scoop.",No,1.79999995231628,Within 10 metres,2023/11/29 08:29:35+00,2023/11/29 22:30:20+00,209025,0
143662874,Victoria Street South Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,2.09999990463257,Within 10 metres,2023/11/29 08:30:31+00,2023/11/29 22:30:20+00,209041,0
143665396,Westheights Drive Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,2.40000009536743,Within 10 metres,2023/11/29 08:30:29+00,2023/11/29 22:30:20+00,209057,0
143660322,Weimar Line Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,5.09999990463257,Within 10 metres,2023/11/29 08:30:35+00,2023/11/29 22:30:20+00,209073,0
143662392,River Road,City of Brantford,www.brantford.ca,"Hiking or Walking, Cycling",Bike route for River Road,No,0.699999988079071,Within 10 metres,2023/11/29 08:29:35+00,2023/11/29 22:30:20+00,209089,0
143661674,Brantwood Park Road,City of Brantford,www.brantford.ca,"Hiking or Walking, Cycling",Bike Route for Brantwood Park Road,Yes,2.70000004768372,Within 10 metres,2023/11/29 08:30:47+00,2023/11/29 22:30:20+00,209105,0
143662230,Fairview Street Multiuse Trail,City of Burlington,www.burlington.ca,"Hiking or Walking, Cycling",,No,2.20000004768372,Within 10 metres,2023/11/29 08:29:33+00,2023/11/29 22:30:20+00,209121,0
143666736,G. Ross Lord Park Trail,City of Toronto,www.toronto.ca,"Hiking or Walking, Cycling, Snowshoeing","This extensive parkland, located in the West Don River valley north of Finch Avenue, was assembled in 1972 primarily for flood control purposes. The park was named after Dr. G. Ross Lord, P. Eng., in recognition of his service as the chairman of the former Metropolitan Toronto and Region Conservation Authority from 1958 to 1972. He advanced the cause of conservation for a further six years as a provincial appointee at the Authority. Dr. Lord was also one of Canada's foremost hydraulic and flood control engineers. A naturalization plan has been established for G.Ross Lord Park. Initially, a landscape assessment and plant species inventory was conducted. From this, areas were identified where preservation, enhancement and revegetation could improve the natural environment. A series of naturalization projects including revised maintenance regimes and the planting of native trees, shrubs and wildflowers have been developed Heavily wooded and wetland areas are ideal habitats for viewing a variety of wildlife Direction: Public transit to the park includes the Wilson Heights 105A, Alness 117, Finch West 36, and Steeles West 60 buses. Pedestrian entrances are located at Steeles Avenue, Hidden Trail, Fisherville Road, and two off Torresdale Road, at Cedarcroft Road and at Antibes Drive.",No,4.59999990463257,Within 10 metres,2023/11/29 08:29:17+00,2023/11/29 22:30:20+00,209153,0
143664013,Walkerville Homesite Park Paths,City of Windsor,www.citywindsor.ca,"Hiking or Walking, Cycling",Bliss Road between Sydney Street and Seymour Avenue. The Walker Homesite Trail parallels Walker Homesite Park connecting it with Hall Farm Park and Devonwood Conservation Area.,No,2.09999990463257,Within 10 metres,2023/11/29 08:29:34+00,2023/11/29 22:30:20+00,209169,0
143666341,Tillsdown Park Trail,Region of Peel,www.walkandrollpeel.ca,"Hiking or Walking, Cycling",,No,0.5,Within 10 metres,2023/11/29 08:29:23+00,2023/11/29 22:30:20+00,209185,0
143665371,Father David Bauer Drive Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,1.10000002384186,Within 10 metres,2023/11/29 08:30:34+00,2023/11/29 22:30:20+00,209201,0
143661548,River Trail,Town of Collingwood,www.collingwood.ca,"Hiking or Walking, Cycling, Cross Country Skiing",,No,1.39999997615814,Within 10 metres,2023/11/29 08:29:20+00,2023/11/29 22:30:20+00,209217,0
143661744,Gatineau Green Park Trail,Region of Peel,www.walkandrollpeel.ca,"Hiking or Walking, Cycling",,No,1.20000004768372,Within 10 metres,2023/11/29 08:29:23+00,2023/11/29 22:30:20+00,209233,0
143666976,North Bay Nordic Ski Club - Red Trail,North Bay Nordic Ski Club,www.northbaynordic.ca,Cross Country Skiing,This trail is the Club’s primary race trail. It is both physically and technically demanding and is best suited to skiers with strong uphill and downhill techniques.,No,4,Within 10 metres,2023/11/29 08:29:17+00,2023/11/29 22:30:20+00,209249,0
143664616,Grand Marais Drain Trail,City of Windsor,www.citywindsor.ca,"Hiking or Walking, Cycling",Multi-use Trail.,No,3,Within 10 metres,2023/11/29 08:29:30+00,2023/11/29 22:30:20+00,209265,0
143666453,Camp Oliver Grey Main,Grey County,www.grey.ca,"Hiking or Walking, Cycling, Cross Country Skiing, Equestrian, Snowmobiling","This forest property is an extensive natural area where the forest includes stands of sugar maple, pine, spruce, and cedar. Wetland communities add to the diversity, and Black Lake offers fishing for bass. About 6 kilometres of trails groomed by a local snowmobile club. Other uses of trails include riding, hiking, cross-country skiing, and horseback riding. Permitted forest trail activities include hiking, biking, fishing, hunting, snowmobiling, and horseback riding.",No,5.80000019073486,Within 10 metres,2023/11/29 08:29:25+00,2023/11/29 22:30:20+00,209281,0
143665638,Fountain Street Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,7.30000019073486,Within 10 metres,2023/11/29 08:30:32+00,2023/11/29 22:30:20+00,209297,0
143662130,Chris Gibson Park Trail,Region of Peel,www.walkandrollpeel.ca,"Hiking or Walking, Cycling",,No,2.20000004768372,Within 10 metres,2023/11/29 08:29:36+00,2023/11/29 22:30:20+00,209313,0
143662659,Voyageur Trail - Lake Superior Section,Voyageur Trail Association,www.voyageurtrail.ca,Hiking or Walking,White-blazed main trail.,Yes,134.300003051758,Within 10 metres,2023/11/29 08:30:40+00,2023/11/29 22:30:20+00,209329,0
143663036,Voyageur Trail - Marathon Section,Voyageur Trail Association,www.voyageurtrail.ca,"Hiking or Walking, Cross Country Skiing, Snowshoeing","The northern portion of this trail (0 to 5.7 km) was originally built and maintained by the Marathon Harbour Boat and Marina Club.  It is characterized by boardwalks, steps, ladders, and bridges, all made from materials at hand.  These may be poorly maintained, so caution is advised when encountering structures. The trail begins at Angler Creek in Sturdee Cove.  Just a short wade across the creek (N) leads to a secluded sand beach, ideal for camping. The 24 km portion of the trail south of Marathon (8.0 to 31.6) was officially opened 2000; the project was completed by a group of volunteers led by Glenn Labrash and Rob Woito.  This is a solid two-day hike leading to the Pic River, and from there connecting by road to the Pukaskwa Coastal Trail at Hattie Cove. South of Heron Bay the Trail is much more rugged than that north of there.  Evidence of the logging history may be seen in the log boom relics along the shoreline sections.  Lookouts are well worth the struggle to attain them.  Sand dunes near the Pic River are perhaps the most impressive along Superior's north shore. The trail passes through Craig's Pit Provincial Nature Reserve. The beach at Heron Bay is suitable for camping but it is not a park and facilities are spartan at best. An alternate access route exists to reach the N end of Sturdee Cove from Highway 17 - ask locals for directions if interested.  TRAIL MARKERS/BLAZES  Trail north of Marathon does not follow the standard VTA scheme.  Instead, it is marked with brown aluminum markers painted with a yellow hiker, a yellow arrow, and/or blazed with orange or yellow flagging tape. Trail south of Marathon follows the standard VTA scheme.  At the time of printing, for N-bound hikers blazing had not been completed S of Marathon for a portion of the Trail. There are no blazes along roads or streets.",Yes,37.2999992370605,Within 10 metres,2023/11/29 08:30:46+00,2023/11/29 22:30:20+00,209345,0
143666968,Deer Pen Road Trail,City of Toronto,www.toronto.ca,"Hiking or Walking, Cycling",,No,0.5,Within 10 metres,2023/11/29 08:29:29+00,2023/11/29 22:30:20+00,209361,0
143660045,Franklin Gobb Memorial Footpath,City of Brantford,www.brantford.ca,Hiking or Walking,Trails leading through Franklin Gobb Memorial Forest,No,1.5,Within 10 metres,2023/11/29 08:29:35+00,2023/11/29 22:30:20+00,209377,0
143659571,Tecumseh Street,City of Brantford,www.brantford.ca,Cycling,Bike route for Tecumseh Street,Yes,0.100000001490116,Within 10 metres,2023/11/29 08:30:32+00,2023/11/29 22:30:20+00,209393,0
143664669,Bruce Trail - Old Guelph Rd Side Trail,Bruce Trail Conservancy,www.brucetrail.org,Hiking or Walking,"This short loop side trail rejoins the main Trail and provides a gentle alternative route up or down the Escarpment, bypassing a steep set of stairs on the main Trail.",Yes,0.200000002980232,Within 10 metres,2023/11/29 08:30:42+00,2023/11/29 22:30:20+00,209409,0
143661044,Bridge Street East Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,1,Within 10 metres,2023/11/29 08:30:33+00,2023/11/29 22:30:20+00,209425,0
143664803,Grand River Avenue Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,0.5,Within 10 metres,2023/11/29 08:30:36+00,2023/11/29 22:30:20+00,209441,0
143665706,Morton to Crosby Historical Driving Tour,Frontenac Arch Biosphere Network,www.frontenacarchbiosphere.ca,Hiking or Walking,Another trailhead in Crosby,Yes,44,Within 10 metres,2023/11/29 08:30:29+00,2023/11/29 22:30:20+00,209457,0
143659103,Bonshaw Avenue Park,York Region,www.york.ca,"Hiking or Walking, Cycling",Park trail through Bonshaw Avenue Park.,No,0.600000023841858,Within 10 metres,2023/11/29 08:29:27+00,2023/11/29 22:30:20+00,209473,0
143659731,Southdale/Langlois Court Trail,City of Windsor,www.citywindsor.ca,"Hiking or Walking, Cycling",Multi-use Trail.,No,1.5,Within 10 metres,2023/11/29 08:29:31+00,2023/11/29 22:30:20+00,209489,0
143663448,Kate's Lake Trail,Township of Lanark Highlands,www.lanarkhighlands.ca,"Hiking or Walking, Cycling, Snowshoeing, Snowmobiling, All-Terrain Vehicles (ATV), Off-Road Motorcycle","This 1 km trail near Tatlock is on an unmaintained roadway on Crown land. It takes you on an easy walk through pine forests on what was an old pioneer track. Access the trail from Darling Concession 6 north of County Road 9. The trail ends at Kate’s Lake, where you can view the water and have a picnic.",No,2.70000004768372,Within 10 metres,2023/11/29 08:29:25+00,2023/11/29 22:30:20+00,209505,0
143662289,Stoney Point Park To St Clair Rd,Town of Lakeshore,www.lakeshore.ca,Hiking or Walking,,No,2,Within 10 metres,2023/11/29 08:29:26+00,2023/11/29 22:30:20+00,209521,0
143665683,Dundas Valley Conservation Area Trails,Hamilton Conservation Authority,www.conservationhamilton.ca,Snowshoeing,"Welcome to the Dundas Valley Conservation Area - a favourite destination of any outdoor enthusiast. The valley's 1,200 hectares of Carolinian forests, fields, cold-water streams and stunning geological formations are home to an array of rare plants, birds and wildlife. The Dundas Valley is part of the Niagara Escarpment which has been designated a World Biosphere Reserve by the United Nations Educational, Scientific and Cultural Organization (UNESCO). The Dundas Valley's 40-kilometre trail system is open to hikers, dog-walkers, cyclists and equestrians. Enjoyment and safety among such a diverse group begins with every individual. Visitors are kindly encouraged to visit the Trail Centre for important tips on trail etiquette. Being cautious and courteous helps ensure a great trail experience for everyone.",Yes,40,Within 10 metres,2023/11/29 08:30:29+00,2023/11/29 22:30:20+00,209537,0
143660594,Langs Drive Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,1.39999997615814,Within 10 metres,2023/11/29 08:30:36+00,2023/11/29 22:30:20+00,209553,0
143663708,Brickyard Park Trail,Region of Peel,www.walkandrollpeel.ca,"Hiking or Walking, Cycling",,No,2,Within 10 metres,2023/11/29 08:29:35+00,2023/11/29 22:30:20+00,209569,0
143666710,New Dundee Road Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,4.80000019073486,Within 10 metres,2023/11/29 08:30:35+00,2023/11/29 22:30:20+00,209585,0
143659624,Oak Forest Walking Loop,Rainbow Routes Association,www.rainbowroutes.com,"Hiking or Walking, Cross Country Skiing, Snowshoeing","A quiet oak forest is hidden close to the centre of Sudbury. This tranquil glade, just a stone's throw from the Blueberry hill Loop, can be accessed from three separate entrances in the Minnow lake area: off the Lonsdale pedestrian/cyclist pathway; at the base of the hill behind Minnow Lake Place on Bancroft Drive; and at the very end of Hillside Avenue. Hikers will discover that the climb is a bird lover's paradise with sparrows, robins, woodpeckers, and chickadees in great numbers. This trail is part of the Greater Sudbury Trail system known as Rainbow Routes. The mission of the Rainbow Routes is to develop and preserve trail for the betterment of the people of the City of Sudbury, and the enjoyment of visitors and nature lovers alike. There are also lookout locations that provide panoramic views of the city.",Yes,1.89999997615814,Within 10 metres,2023/11/29 08:30:30+00,2023/11/29 22:30:20+00,209601,0
143659997,Holiday Inn Drive Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,1.39999997615814,Within 10 metres,2023/11/29 08:30:36+00,2023/11/29 22:30:20+00,209617,0
143659226,Voyageur Trail - Gros Cap Loop Trail,Voyageur Trail Association,www.voyageurtrail.ca,"Hiking or Walking, Cross Country Skiing, Snowshoeing","This yellow-blazed loop trail was completed in 1998, re-routed in 2001 and is ~3 km long.  It is a pleasant trail which follows several old and newer logging roads.  The trail offers wide views over Whitefish Bay at the blue-blazed side trail lookouts.  There are wet sections on the trail so be sure to have proper protective footwear.",Yes,3,Within 10 metres,2023/11/29 08:30:45+00,2023/11/29 22:30:20+00,209633,0
154409974,Shaganash Trail,Nagagamisis Provincial Park,www.ontarioparks.com/park/nagagamisis,Hiking or Walking,This trail follows the shoreline of Park Lake. Interpretive stops along the way explain how Indigenous People used plants and wildlife to survive in this environment.,No,3.20000004768372,Within 10 metres,2023/11/29 08:29:25+00,2023/11/29 22:30:20+00,209649,0
143666066,Churchill Meadows Community Commons Trail,Region of Peel,www.walkandrollpeel.ca,"Hiking or Walking, Cycling",,No,2.29999995231628,Within 10 metres,2023/11/29 08:29:35+00,2023/11/29 22:30:20+00,209665,0
143662467,Etobicoke Valley (Creek) Trail,City of Toronto,www.toronto.ca,"Hiking or Walking, Cycling","This 19.6 hectare park runs along the east bank of the Etobicoke Creek from the QEW down to the CNR tracks. This park features 4 ball diamonds at the north end of the park, a children's playgorund near Horner Ave. and a trail that runs along the bank of the Etobicke Creek.",No,3.29999995231628,Within 10 metres,2023/11/29 08:29:29+00,2023/11/29 22:30:20+00,209697,0
143661100,Bruce Trail - Dufferin Section,Bruce Trail Conservancy,www.brucetrail.org,Hiking or Walking,,Yes,50.4000015258789,Within 10 metres,2023/11/29 08:30:46+00,2023/11/29 22:30:20+00,209713,0
143666993,Loafer's Lake Park Trail,Region of Peel,www.walkandrollpeel.ca,"Hiking or Walking, Cycling",,No,1.70000004768372,Within 10 metres,2023/11/29 08:29:22+00,2023/11/29 22:30:20+00,209729,0
143664251,William G. Davis Trail,Government of Ontario,www.ontario.ca,"Hiking or Walking, Cycling","The Trillium Park and William G. Davis Trail is 7.5 acres of public green space on a spectacular part of Toronto’s waterfront. Previously a parking lot, it’s now full of life, ready to be enjoyed by morning joggers, picnic-goers, strolling families and everyone in between.

The 1.3 kilometre trail is named in honour of Bill Davis, who was the Premier when Ontario Place first opened in 1971. It’s surrounded by thousands of native trees, plants, flowers and beautiful sedimentary rocks and boulders. Inspired by the Ontario landscape itself, the park was designed in consultation with people from across Ontario, including the Mississaugas of the New Credit First Nation. It’s a breathtaking tribute to our province and a gift to the people who love it.",No,1.29999995231628,Within 10 metres,2023/11/29 08:29:33+00,2023/11/29 22:30:20+00,209745,0
143662916,Spragues Road Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,1.10000002384186,Within 10 metres,2023/11/29 08:30:33+00,2023/11/29 22:30:20+00,209761,0
143667066,Gage Side Trail,City of Hamilton,www.hamilton.ca,Hiking or Walking,,No,1.10000002384186,Within 10 metres,2023/11/29 08:29:19+00,2023/11/29 22:30:20+00,209777,0
143659084,Margaret Avenue Cycling Lane,Region of Waterloo,www.regionofwaterloo.ca,Cycling,n/a,Yes,1.89999997615814,Within 10 metres,2023/11/29 08:30:31+00,2023/11/29 22:30:20+00,209793,0
143659943,Sassafras Trail,Nature Conservancy of Canada,www.natureconservancy.ca,"Hiking or Walking, Cycling, Cross Country Skiing, Snowshoeing","Backus Woods in one of the highest quality old growth hardwood forests in all of Ontario and the best remaining example in the Carolinian Life Zone. The Carolinian Life Zone comprises less than a quarter of one per cent of the country's landmass, but is home to 25% of Canada's species at risk; several occur in Backus Woods. Prothonotary warblers nest in deep wooded swamps, Jefferson's Salamanders breed in vernal pools, and woodland voles forage in runways below the litter. In addition, some of the oldest living trees in Ontario are found here, including Black Gums that may have been seedlings when Jacques Cartier sailed into the Gulf of St. Lawrence in 1534. Tulip trees, the tallest growing trees east of the Rocky Mountains, shoot 35 metres straight up and through the canopy of maple, oak, pine and hickory. Maintained walking trails guide you through numerous habitats such as dry forested ridge, wet slough, buttonbush swamp and floodplain.",No,6,Within 10 metres,2023/11/29 08:29:28+00,2023/11/29 22:30:20+00,209809,0
143663925,Dunrankin Drive Trail,Region of Peel,www.walkandrollpeel.ca,"Hiking or Walking, Cycling",,No,0.200000002980232,Within 10 metres,2023/11/29 08:29:35+00,2023/11/29 22:30:20+00,209825,0
143665059,Bruce Trail - General Brock Side Trail,Bruce Trail Conservancy,www.brucetrail.org,Hiking or Walking,,Yes,12.3999996185303,Within 10 metres,2023/11/29 08:30:46+00,2023/11/29 22:30:20+00,209841,0
143660770,Brent Crater Trail,Algonquin Provincial Park,www.ontarioparks.com/park/algonquin,Hiking or Walking,"The Brent Crater was formed when a meteorite crashed to earth thousands of years ago. From a wooden observation tower overlooking the crater, the trail descends to the crater floor before looping back to the starting point. Six interpretive stops relate some of the geological and historical significance of this unique feature.  This trail is accessed from the Brent Campground.",Yes,2,Within 10 metres,2023/11/29 08:30:41+00,2023/11/29 22:30:20+00,209857,0
143662965,Lake Wabukayne Trail,Region of Peel,www.walkandrollpeel.ca,"Hiking or Walking, Cycling, Cross Country Skiing","This pleasant 4.2 km trail meanders through natural areas, usually within sight of developed Meadowvale neighbourhoods. It meets the Lake Aquitaine Trail at Battleford Rd. At its other end, west of Lake Wabukayne, it joins Winston Churchill Boulevard and the trail that bears that name. The name ""Wabukayne,"" meaning ""White Snow,"" is associated with two Mississauga First Nation (Anishnabe) leaders.  Some old stands of oak, willow, beech and maple trees can be found near the trail. The eastern milk snake, a ""species of concern"" that is considered rare in the province, has been observed here. In total, there are an estimated 49 plant and 16 animal species in this area. Directions: The trail can be accessed on foot from Erin Mills Parkway just north of Brittania Road or if you are driving : Take Brittania Road West to the first street west of Erin Mills Parkway, turn right (north) on Glen Erin, then right on Inlake ct. and drive a short distance to the parking lot on your right.",No,4.19999980926514,Within 10 metres,2023/11/29 08:29:26+00,2023/11/29 22:30:20+00,209873,0
154410019,Fire Tower Trail,Restoule Provincial Park,www.ontarioparks.com/park/restoule,Hiking or Walking,"The “must do” hiking trail in Restoule. The trail meanders through some beautiful mature forests, travelling across boardwalks and rugged rocky ridges. The trail offers a great rest location and view point at Amber Lake, and also passes by a historic Fire Tower. After a challenging climb this trail will continue to impress with a spectacular view from atop the 100 meter high Stormy Lake Bluff.",No,4.09999990463257,Within 10 metres,2023/11/29 08:29:33+00,2023/11/29 22:30:20+00,209889,0
143664079,Best Family Parkette,York Region,www.york.ca,"Hiking or Walking, Cycling",Best Family Parkette has a small playground at the entrance and a large field in the center.,No,0.400000005960464,Within 10 metres,2023/11/29 08:29:27+00,2023/11/29 22:30:20+00,209905,0
143662891,Tiny Trail,Township of Tiny,www.tiny.ca,"Hiking or Walking, Cycling, Cross Country Skiing, Snowshoeing, Equestrian, Snowmobiling, All-Terrain Vehicles (ATV)","The Tiny Trail passes over agricultural land and into areas of hardwood forest. The Wye River and Copeland Creek meander across the trail at many points, providing habitat for resident wildlife and scenic views of nature at its best.  The 22.5 km abandoned railway right of way located in the Township of Tiny, County of Simcoe has its southern terminus at the Tiny/Flos (Springwater) line 1.5 km north of Elmvale. It runs roughly north, parallel to County Road 6, one of the main north-south arteries of the Township and then angles northeastward to its north terminus at the southern town limits of Penetanguishene.  Within a few kilometres of the trail, users have access to the Tiny Marsh Wildlife Area, which is classified as a provincially significant wetland, with trails, canoeing, boardwalks and an education centre. Also less than 10 kilometers to the west of the trail are some of the longest freshwater sand beaches in North America along southern Georgian Bay.  Adjacent to the trail at about its midpoint is the Ossassane Bone Pit, an ancient site of Huron/Wendat mass burials, which has been recognized for its historical and archaeological value. The Trail is enjoyed year round by outdoor enthusiasts and offers the ideal location to walk, bird watch, jog, or cycle during the spring, summer and fall.",No,22.5,Within 10 metres,2023/11/29 08:29:20+00,2023/11/29 22:30:20+00,209921,0
143659398,Grand Marais Road Trail,City of Windsor,www.citywindsor.ca,"Hiking or Walking, Cycling",Multi-use Trail.,No,2.20000004768372,Within 10 metres,2023/11/29 08:29:23+00,2023/11/29 22:30:20+00,209937,0
143659869,Bruce Trail - Wiarton Side Trail,Bruce Trail Conservancy,www.brucetrail.org,Hiking or Walking,,Yes,1.79999995231628,Within 10 metres,2023/11/29 08:30:44+00,2023/11/29 22:30:20+00,209953,0
143663740,3 km Trail,Sleeping Giant Provincial Park,www.ontarioparks.com/park/sleepinggiant,Cycling,n/a,Yes,3,Within 10 metres,2023/11/29 08:30:33+00,2023/11/29 22:30:20+00,209969,0
143664907,Siding Trail,Town of Collingwood,www.collingwood.ca,"Hiking or Walking, Cycling, Cross Country Skiing","This trail follows the existing rail line from the Pretty River to Memory Lane, the former rail line to the harbour. The Collingwood Trails not only link the various attractions and experiences within the Collingwood community, such as shops and restaurants, but also link to the Georgian Trail. If you are in the town of Collingwood there is a trail system that goes throughout the town which is a great way to experience the area. The trails are used for biking and walking in the summer  and are good for skiing and snowshoeing in the winter. Collingwood has written trails development into the official plan, which makes any development in the future provide for linkage to the existing trails system. Information provided by the Town of Collingwood website.",No,0.5,Within 10 metres,2023/11/29 08:29:17+00,2023/11/29 22:30:20+00,209985,0
143660855,East Mountain Trail Loop,City of Hamilton,www.hamilton.ca,Hiking or Walking,"This joint initiative between the Hamilton Conservation Authority and the City of Hamilton will create a 10km loop trail across Wards 5, 6, and 9. Design of the proposed East Mountain Loop Trail is underway. This trail will be a vital link to the Red Hill Valley Trail system, the Trans-Canada Trail, and the Bruce Trail.",No,10,Within 10 metres,2023/11/29 08:29:17+00,2023/11/29 22:30:20+00,210001,0
143663115,Maitland Park South Trail,Region of Peel,www.walkandrollpeel.ca,"Hiking or Walking, Cycling",,No,1.39999997615814,Within 10 metres,2023/11/29 08:29:34+00,2023/11/29 22:30:20+00,210017,0
